日期,最高温(°C),最低温(°C),天气,风力风向,空气质量指数(AQI)
2022-11-21,29,21,雾~阴,东南风2级,0
2022-11-22,27,19,雾~小雨,东北风1级,0
2022-11-23,22,18,小雨,东北风2级,0
2022-11-24,21,18,小雨,东北风1级,0
2022-11-25,20,18,中雨~小雨,东北风1级,0
2022-11-26,20,19,小雨~阴,东风2级,0
2022-11-27,27,23,雾~阴,东南风3级,0
2022-11-28,29,23,雾~阴,东南风3级,0
2022-11-29,28,14,雾~小雨,东南风3级,0
2022-11-30,15,8,小雨,东北风3级,0
2022-12-01,8,7,小雨,东北风3级,0
2022-12-02,11,8,多云~阴,北风2级,0
2022-12-03,12,10,多云~阴,东北风2级,0
2022-12-04,12,8,多云~阴,北风2级,0
2022-12-05,17,8,多云,北风2级,0
2022-12-06,18,10,雾~多云,东北风1级,0
2022-12-07,14,11,雾~阴,北风2级,0
2022-12-08,16,13,雾~阴,北风1级,0
2022-12-09,18,13,多云,西北风1级,0
2022-12-10,18,12,多云,东北风2级,0
2022-12-11,21,11,多云~晴,东北风3级,0
2022-12-12,20,10,多云~晴,东北风2级,0
2022-12-13,20,9,多云~晴,东北风2级,0
2022-12-14,19,9,晴,北风2级,0
2022-12-15,21,11,多云,东南风1级,0
2022-12-16,21,10,雾~多云,东北风2级,0
2022-12-17,16,7,多云,东北风3级,0
2022-12-18,18,7,晴,东北风2级,0
2022-12-19,18,8,晴,东南风1级,0
2022-12-20,17,10,雾~多云,东南风1级,0
2022-12-21,21,12,雾~多云,北风2级,0
2022-12-22,23,13,雾~多云,东北风1级,0
2022-12-23,22,13,多云,东风2级,0
2022-12-24,22,12,雾~多云,东北风1级,0
2022-12-25,22,11,雾~晴,东南风3级,0
2022-12-26,20,13,雾~多云,东南风3级,0
2022-12-27,20,11,多云~阴,东南风3级,0
2022-12-28,15,9,多云~小雨,北风3级,0
2022-12-29,11,8,多云~阴,西北风3级,0
2022-12-30,16,9,多云,北风2级,0
2022-12-31,18,9,晴~多云,东北风1级,0
2023-01-01,20,12,多云,北风1级,0
2023-01-02,13,11,小雨,东北风2级,0
2023-01-03,19,13,多云~阴,东北风2级,0
2023-01-04,18,14,多云~阴,东风2级,0
2023-01-05,18,13,多云~阴,东北风1级,0
2023-01-06,22,12,多云~晴,北风3级,0
2023-01-07,23,14,多云~小雨,西北风1级,0
2023-01-08,18,14,雾~小雨,东南风2级,0
2023-01-09,19,15,小雨,东北风1级,0
2023-01-10,21,15,雾~小雨,东南风1级,0
2023-01-11,17,15,中雨~小雨,东南风2级,0
2023-01-12,18,16,小雨~阴,东南风3级,0
2023-01-13,27,19,阴~多云,东南风2级,0
2023-01-14,26,11,雾~小雨,东南风2级,0
2023-01-15,12,6,阴,东北风3级,0
2023-01-16,9,7,阴,东北风2级,0
2023-01-17,10,7,阴,北风2级,0
2023-01-18,13,8,多云,北风2级,0
2023-01-19,16,9,雾~多云,北风2级,0
2023-01-20,19,11,雾~多云,东北风1级,0
2023-01-21,20,15,多云~小雨,东南风2级,0
2023-01-22,19,12,雾~小雨,东北风1级,0
2023-01-23,12,8,雾~阴,北风2级,0
2023-01-24,17,5,多云~晴,东北风4级,0
2023-01-25,17,9,晴~多云,东南风2级,0
2023-01-26,13,10,多云~小雨,东风2级,0
2023-01-27,13,7,多云~晴,东北风3级,0
2023-01-28,17,7,多云~晴,东北风2级,0
2023-01-29,19,7,晴,北风1级,0
2023-01-30,21,8,多云~晴,东南风1级,0
2023-01-31,21,14,多云~小雨,东南风3级,0
2023-02-01,22,16,雾~阴,东南风3级,0
2023-02-02,23,14,雾~小雨,东南风3级,0
2023-02-03,15,12,雾~小雨,东风2级,0
2023-02-04,12,11,小雨~中雨,东风3级,0
2023-02-05,12,11,中雨~小雨,东风2级,0
2023-02-06,13,11,小雨,东风2级,0
2023-02-07,14,13,小雨,东北风2级,0
2023-02-08,16,13,小雨,东风2级,0
2023-02-09,18,14,小雨,东南风3级,0
2023-02-10,17,13,小雨,东风2级,0
2023-02-11,25,19,雾~阴,东南风4级,0
2023-02-12,27,22,雾~多云,东南风3级,0
2023-02-13,23,12,雾~阴,东北风2级,0
2023-02-14,15,10,多云~阴,东北风3级,0
2023-02-15,17,11,多云,东北风2级,0
2023-02-16,18,12,多云,东南风2级,0
2023-02-17,20,14,多云~阴,东南风2级,0
2023-02-18,21,16,雾~阴,东南风3级,0
2023-02-19,20,13,雾~多云,东北风2级,0
2023-02-20,24,15,多云,东北风2级,0
2023-02-21,23,15,多云,东风2级,0
2023-02-22,19,15,多云,东南风3级,0
2023-02-23,22,14,雾~阴,东南风3级,0
2023-02-24,16,11,多云,北风3级,0
2023-02-25,21,11,晴,东北风3级,0
2023-02-26,20,11,晴,东北风3级,0
2023-02-27,21,12,晴,东南风2级,0
2023-02-28,24,14,雾~多云,东南风3级,0
2023-03-01,23,15,雾~多云,东南风2级,0
2023-03-02,25,17,多云,东北风2级,0
2023-03-03,22,15,多云~阴,东南风2级,0
2023-03-04,25,15,雾~多云,北风1级,0
2023-03-05,26,16,多云,东南风2级,0
2023-03-06,24,16,雾~多云,东南风4级,0
2023-03-07,24,18,雾~多云,南风3级,0
2023-03-08,25,18,雾~多云,东南风1级,0
2023-03-09,28,17,雾~多云,西北风1级,0
2023-03-10,27,19,多云,东南风4级,0
2023-03-11,26,18,雾~阴,东南风3级,0
2023-03-12,24,15,小雨~阴,东北风3级,0
2023-03-13,22,15,多云,西北风3级,0
2023-03-14,23,17,多云~阴,东南风3级,0
2023-03-15,21,18,雾~小雨,东南风3级,0
2023-03-16,26,20,雾~多云,东南风4级,0
2023-03-17,26,19,雾~阴,东南风3级,0
2023-03-18,24,20,雾~阴,东南风3级,0
2023-03-19,21,19,小雨,东南风4级,0
2023-03-20,25,21,雾~多云,东南风3级,0
2023-03-21,28,21,雾~多云,西南风3级,0
2023-03-22,34,22,多云,西南风3级,0
2023-03-23,33,20,多云~阵雨,西南风3级,0
2023-03-24,22,16,雾~小雨,东风3级,0
2023-03-25,17,14,雾~阵雨,东北风2级,0
2023-03-26,18,14,多云~阵雨,东北风2级,0
2023-03-27,17,13,多云~小雨,东北风2级,0
2023-03-28,15,13,小雨,东北风1级,0
2023-03-29,15,14,小雨,东北风1级,0
2023-03-30,23,18,雾~小雨,东风1级,0
2023-03-31,19,18,雾~小雨,东南风2级,0
2023-04-01,20,19,小雨,东南风2级,0
2023-04-02,27,23,雾~多云,东南风3级,0
2023-04-03,29,24,雾~多云,南风4级,0
2023-04-04,28,23,雾~多云,南风3级,0
2023-04-05,33,21,雾~阵雨,东南风2级,0
2023-04-06,23,17,雾~多云,东北风3级,0
2023-04-07,25,17,多云,东北风2级,0
2023-04-08,20,17,多云~小雨,东北风2级,0
2023-04-09,20,18,雾~小雨,东南风2级,0
2023-04-10,19,18,小雨,东北风2级,0
2023-04-11,24,21,多云~小雨,东南风3级,0
2023-04-12,26,22,雾~小雨,东南风3级,0
2023-04-13,24,22,多云~阵雨,东南风4级,0
2023-04-14,25,20,多云~阵雨,东南风3级,0
2023-04-15,27,19,中雨~多云,东北风3级,0
2023-04-16,32,21,雾~多云,东南风2级,0
2023-04-17,24,23,雾~阴,东南风4级,0
2023-04-18,30,23,多云~小雨,东南风3级,0
2023-04-19,31,23,多云,西风1级,0
2023-04-20,29,24,阴~多云,东南风3级,0
2023-04-21,31,25,雾~多云,东南风3级,0
2023-04-22,27,23,多云~阵雨,东南风4级,0
2023-04-23,32,20,多云~小雨,东南风4级,0
2023-04-24,22,15,雾~小雨,东北风3级,0
2023-04-25,22,16,多云,北风2级,0
2023-04-26,28,19,多云,东北风1级,0
2023-04-27,25,20,小雨~阴,东南风3级,0
2023-04-28,25,22,阴~中雨,东南风4级,0
2023-04-29,21,17,中雨~多云,东北风2级,0
2023-04-30,27,18,雾~多云,东北风1级,0
2023-05-01,29,21,多云~阴,东南风2级,0
2023-05-02,28,23,多云~小雨,东南风4级,0
2023-05-03,29,24,多云,南风4级,0
2023-05-04,32,24,多云,南风4级,0
2023-05-05,33,25,多云,东南风4级,0
2023-05-06,36,22,多云~中雨,东南风2级,0
2023-05-07,27,21,多云~阴,东北风3级,0
2023-05-08,20,18,小雨,东北风2级,0
2023-05-09,23,20,雾~小雨,东北风2级,0
2023-05-10,23,21,小雨,东南风2级,0
2023-05-11,23,18,小雨,东北风2级,0
2023-05-12,20,18,中雨,东北风1级,0
2023-05-13,19,18,大雨~小雨,北风1级,0
2023-05-14,26,20,小雨~多云,西北风2级,0
2023-05-15,31,23,雾~多云,东南风2级,0
2023-05-16,31,24,多云,南风2级,0
2023-05-17,34,24,雾~多云,东南风2级,0
2023-05-18,34,25,雾~多云,东南风3级,0
2023-05-19,34,26,雾~多云,东南风3级,0
2023-05-20,33,26,小雨~多云,东南风3级,0
2023-05-21,35,26,雾~多云,东南风3级,0
2023-05-22,36,22,阴~阵雨,东南风2级,0
2023-05-23,28,22,多云~阵雨,东北风2级,0
2023-05-24,26,22,中雨~阵雨,东风2级,0
2023-05-25,32,25,雾~多云,东南风3级,0
2023-05-26,32,25,雾~多云,东南风3级,0
2023-05-27,33,26,阴~多云,东南风4级,0
2023-05-28,31,25,中雨~多云,东南风3级,0
2023-05-29,35,26,多云~晴,东南风2级,0
2023-05-30,37,26,晴,东北风1级,0
2023-05-31,38,26,多云,东南风1级,0
2023-06-01,37,26,多云,东南风3级,0
2023-06-02,36,27,多云,东南风3级,0
2023-06-03,37,27,多云,东南风3级,0
2023-06-04,34,27,多云,东南风3级,0
2023-06-05,35,25,阵雨~多云,东南风3级,0
2023-06-06,33,25,阵雨,东北风2级,0
2023-06-07,32,24,中雨,东风3级,0
2023-06-08,27,24,多云~中雨,东北风3级,0
2023-06-09,28,24,中雨,东北风3级,0
2023-06-10,35,26,雾~多云,北风2级,0
2023-06-11,35,26,阴~多云,东北风1级,0
2023-06-12,36,26,多云,东南风1级,0
2023-06-13,32,25,中雨,东北风1级,0
2023-06-14,31,25,多云,西北风1级,0
2023-06-15,33,25,雾~阵雨,东南风2级,0
2023-06-16,31,26,雾~阵雨,东南风4级,0
2023-06-17,29,25,小雨~多云,东南风4级,0
2023-06-18,33,26,多云,东南风4级,0
2023-06-19,33,26,多云~阵雨,东南风4级,0
2023-06-20,32,26,多云,东南风3级,0
2023-06-21,35,26,多云,东南风3级,0
2023-06-22,33,24,小雨~中雨,南风1级,0
2023-06-23,27,23,中雨~暴雨,西北风1级,0
2023-06-24,28,23,大雨~暴雨,南风1级,0
2023-06-25,26,23,中雨,东南风2级,0
2023-06-26,25,23,大雨~中雨,东风2级,0
2023-06-27,30,24,大雨~多云,东南风3级,0
2023-06-28,33,26,多云,东南风3级,0
2023-06-29,34,26,多云,东南风3级,0
2023-06-30,35,27,多云,东南风3级,0
2023-07-01,35,27,多云,东南风3级,0
2023-07-02,35,27,多云,东南风4级,0
2023-07-03,32,27,多云,东南风4级,0
2023-07-04,34,26,小雨~多云,东南风4级,0
2023-07-05,33,26,阴~多云,东南风3级,0
2023-07-06,34,27,多云,东南风4级,0
2023-07-07,34,27,多云,东南风4级,0
2023-07-08,35,27,多云,东南风4级,0
2023-07-09,35,27,多云,东南风3级,0
2023-07-10,35,26,多云,东南风3级,0
2023-07-11,36,27,晴~多云,东南风4级,0
2023-07-12,34,27,多云,东南风4级,0
2023-07-13,35,27,多云,东南风3级,0
2023-07-14,36,26,阴~多云,东南风3级,0
2023-07-15,36,27,阴~多云,西北风3级,0
2023-07-16,36,28,阴~多云,北风3级,0
2023-07-17,33,24,阴~大雨,东北风4级,0
2023-07-18,25,24,大雨~中雨,东北风5级,0
2023-07-19,30,24,中雨~阵雨,东南风3级,0
2023-07-20,33,26,小雨~多云,东南风3级,0
2023-07-21,33,26,小雨~多云,东南风3级,0
2023-07-22,36,26,阴~多云,东南风2级,0
2023-07-23,35,26,阴~多云,东南风2级,0
2023-07-24,35,26,阴~多云,东南风2级,0
2023-07-25,36,26,阴~多云,东南风2级,0
2023-07-26,36,26,阴~多云,西南风1级,0
2023-07-27,36,27,多云,北风1级,0
2023-07-28,37,26,多云~中雨,西北风1级,0
2023-07-29,34,26,阴~阵雨,东南风2级,0
2023-07-30,35,26,阴~多云,东南风3级,0
2023-07-31,33,26,阴~阵雨,东南风3级,0
2023-08-01,31,24,小雨~阵雨,东南风3级,0
2023-08-02,33,25,雾~阵雨,东南风3级,0
2023-08-03,34,26,阴~多云,东风3级,0
2023-08-04,31,25,小雨~阵雨,东南风3级,0
2023-08-05,31,24,小雨~中雨,东南风3级,0
2023-08-06,30,25,小雨~阵雨,东南风3级,0
2023-08-07,32,25,暴雨~阵雨,东南风3级,0
2023-08-08,32,25,阴~多云,东南风3级,0
2023-08-09,34,26,小雨~多云,东南风3级,0
2023-08-10,34,25,小雨~阵雨,东南风3级,0
2023-08-11,35,25,阴~多云,东南风3级,0
2023-08-12,33,25,阴~多云,东南风2级,0
2023-08-13,34,25,阴~多云,东南风2级,0
2023-08-14,34,26,大雨~阵雨,东南风2级,0
2023-08-15,31,25,中雨~阵雨,东南风3级,0
2023-08-16,35,26,阴~多云,南风2级,0
2023-08-17,36,25,阴~阵雨,西南风2级,0
2023-08-18,30,25,中雨~大雨,西南风1级,0
2023-08-19,30,25,暴雨~阵雨,东南风2级,0
2023-08-20,33,26,大雨~阵雨,东南风2级,0
2023-08-21,34,26,阴~多云,东南风2级,0
2023-08-22,35,25,阴~阵雨,南风1级,0
2023-08-23,32,25,阴~阵雨,东风2级,0
2023-08-24,34,25,中雨~多云,东南风2级,0
2023-08-25,32,26,阴~多云,东南风2级,0
2023-08-26,34,26,阴~多云,东南风3级,0
2023-08-27,33,24,阴~大雨,东南风3级,0
2023-08-28,27,23,阴~多云,西北风2级,0
2023-08-29,26,24,阴~多云,北风2级,0
2023-08-30,29,24,阴~多云,北风3级,0
2023-08-31,32,24,阴~多云,北风3级,0
2023-09-01,34,26,阴~多云,北风3级,0
2023-09-02,32,24,阴~中雨,北风3级,0
2023-09-03,22,21,中雨,北风4级,0
2023-09-04,28,24,阴~多云,北风2级,0
2023-09-05,34,25,阴~多云,北风2级,0
2023-09-06,35,26,阴~多云,北风2级,0
2023-09-07,33,25,阴~多云,西北风2级,0
2023-09-08,28,24,中雨~小雨,西北风2级,0
2023-09-09,29,25,阴~小雨,东北风2级,0
2023-09-10,31,24,中雨,东北风2级,0
2023-09-11,26,24,小雨~大雨,西北风1级,0
2023-09-12,29,24,阴~大雨,东风3级,0
2023-09-13,26,23,中雨,北风2级,0
2023-09-14,26,23,阴~阵雨,北风2级,0
2023-09-15,27,24,阴~阵雨,北风2级,0
2023-09-16,31,24,小雨~多云,北风1级,0
2023-09-17,33,25,小雨~多云,东南风2级,0
2023-09-18,31,25,小雨~多云,东南风3级,0
2023-09-19,33,25,阴~多云,东南风3级,0
2023-09-20,33,25,阴~多云,东南风2级,0
2023-09-21,35,25,阴~多云,东南风2级,0
2023-09-22,34,25,阴~多云,东南风2级,0
2023-09-23,34,25,阴~多云,东南风2级,0
2023-09-24,34,25,阴~多云,东南风2级,0
2023-09-25,33,25,小雨~多云,东风2级,0
2023-09-26,28,24,小雨~阴,东风3级,0
2023-09-27,33,25,阴~多云,东南风2级,0
2023-09-28,32,24,阴~阵雨,东风1级,0
2023-09-29,33,25,阴~多云,东南风1级,0
2023-09-30,33,25,阴~多云,东南风1级,0
2023-10-01,35,25,阴~多云,东南风2级,0
2023-10-02,34,25,阴~多云,东南风2级,0
2023-10-03,34,26,阴~多云,东南风2级,0
2023-10-04,34,25,阴~多云,东南风1级,0
2023-10-05,35,25,阴~多云,东风2级,0
2023-10-06,32,23,阴~多云,东北风2级,0
2023-10-07,28,21,阴~多云,东北风3级,0
2023-10-08,29,20,阴~多云,东北风3级,0
2023-10-09,26,21,阴,北风2级,0
2023-10-10,20,19,小雨,北风2级,0
2023-10-11,23,20,阴~小雨,东北风2级,0
2023-10-12,25,21,阴~多云,西北风2级,0
2023-10-13,28,21,阴~多云,东北风2级,0
2023-10-14,25,20,阴~多云,北风2级,0
2023-10-15,29,21,阴~多云,东北风2级,0
2023-10-16,30,21,晴~多云,东北风2级,0
2023-10-17,32,21,多云,东北风2级,0
2023-10-18,30,23,阴~小雨,东风2级,0
2023-10-19,24,19,小雨~大雨,东北风2级,0
2023-10-20,25,17,阴~小雨,东北风4级,0
2023-10-21,22,19,阴,东北风2级,0
2023-10-22,25,20,阴~小雨,东北风1级,0
2023-10-23,29,21,阴~多云,东风1级,0
2023-10-24,30,22,阴~多云,东南风2级,0
2023-10-25,32,22,阴~多云,东南风1级,0
2023-10-26,33,23,阴~多云,东南风2级,0
2023-10-27,32,22,小雨~多云,东北风2级,0
2023-10-28,28,21,阴~小雨,西北风2级,0
2023-10-29,20,19,暴雨~小雨,北风2级,0
2023-10-30,28,19,阴~多云,东北风2级,0
2023-10-31,29,19,阴~多云,东北风2级,0
2023-11-01,29,19,多云,东北风1级,0
2023-11-02,29,22,雾~多云,东南风2级,0
2023-11-03,29,22,雾~多云,东南风3级,0
2023-11-04,27,23,阴~多云,东南风3级,0
2023-11-05,29,22,雾~小雨,东南风3级,0
2023-11-06,23,18,阴~多云,东北风2级,0
2023-11-07,21,18,小雨~阴,东北风1级,0
2023-11-08,26,21,雾~小雨,东南风2级,0
2023-11-09,28,22,阴,东南风3级,0
2023-11-10,31,22,雾~阴,东南风2级,0
2023-11-11,31,19,雾~小雨,东南风3级,0
2023-11-12,20,13,阴~小雨,东北风3级,0
2023-11-13,13,11,阴~小雨,北风3级,0
2023-11-14,19,14,阴,北风2级,0
2023-11-15,17,14,阴~小雨,东北风2级,0
2023-11-16,21,13,阴~晴,北风3级,0
2023-11-17,24,13,晴,东北风2级,0
2023-11-18,25,14,雾~晴,北风1级,0
2023-11-19,24,15,阴~晴,西北风1级,0
2023-11-20,26,14,雾~晴,东风1级,0
2023-11-21,26,17,雾~多云,东南风2级,0
2023-11-22,25,18,阴,东南风2级,0
2023-11-23,27,19,雾~多云,北风2级,0
2023-11-24,26,19,雾~多云,东北风2级,0
2023-11-25,27,19,阴~多云,东南风2级,0
2023-11-26,27,18,阴~多云,北风2级,0
2023-11-27,27,16,晴,北风2级,0
2023-11-28,26,17,雾~晴,东风1级,0
2023-11-29,26,19,阴~小雨,东南风2级,0
2023-11-30,22,13,阴~小雨,东北风2级,0
2023-12-01,16,13,阴,东北风3级,0
2023-12-02,18,15,阴,东北风2级,0
2023-12-03,14,13,小雨,东北风2级,0
2023-12-04,15,13,阴,北风2级,0
2023-12-05,19,16,阴~小雨,东南风1级,0
2023-12-06,23,14,雾~多云,西北风2级,0
2023-12-07,26,15,雾~晴,东北风1级,0
2023-12-08,25,17,多云,东南风3级,0
2023-12-09,25,20,雾~阴,东南风3级,0
2023-12-10,24,21,雾~阴,东南风3级,0
2023-12-11,28,16,多云~小雨,东南风2级,0
2023-12-12,22,16,阴,东北风2级,0
2023-12-13,24,20,阴~小雨,东南风3级,0
2023-12-14,26,21,阴,东南风3级,0
2023-12-15,29,11,雾~小雨,南风2级,0
2023-12-16,10,7,阴~小雨,东北风3级,0
2023-12-17,7,6,小雨,东北风2级,0
2023-12-18,7,6,小雨,东北风2级,0
2023-12-19,10,7,阴,北风2级,0
2023-12-20,15,7,晴,北风2级,0
2023-12-21,14,5,晴,东北风3级,0
2023-12-22,14,5,阴~晴,东北风3级,0
2023-12-23,15,6,晴,东北风2级,0
2023-12-24,17,7,晴,东北风2级,0
2023-12-25,19,9,晴,东北风2级,0
2023-12-26,21,11,晴~多云,东北风1级,0
2023-12-27,23,12,多云~晴,东北风1级,0
2023-12-28,24,15,多云,东南风2级,0
2023-12-29,24,16,雾~多云,东南风2级,0
2023-12-30,25,15,阴~多云,东南风1级,0
2023-12-31,26,15,多云,东南风1级,0
2024-01-01,24,14,多云~阴,东南风3级,0
2024-01-02,19,12,小雨,东南风3级,0
2024-01-03,18,12,小雨~阴,东北风3级,0
2024-01-04,19,13,阴~小雨,东南风2级,0
2024-01-05,22,15,小雨~阴,东南风2级,0
2024-01-06,23,11,阴~中雨,东风2级,0
2024-01-07,14,11,中雨,东南风3级,0
2024-01-08,17,16,大雨~小雨,东南风3级,0
2024-01-09,17,13,小雨,东北风2级,0
2024-01-10,15,13,小雨,东北风2级,0
2024-01-11,16,14,小雨,东风2级,0
2024-01-12,15,14,中雨~小雨,东风2级,0
2024-01-13,19,16,雾~小雨,东南风2级,0
2024-01-14,23,16,雾~多云,东南风2级,0
2024-01-15,24,16,雾~多云,东南风3级,0
2024-01-16,23,17,雾~多云,东南风3级,0
2024-01-17,23,18,雾~小雨,东南风3级,0
2024-01-18,24,18,阴~多云,东南风3级,0
2024-01-19,25,14,雾~小雨,东南风3级,0
2024-01-20,14,8,阴~小雨,东北风3级,0
2024-01-21,10,5,小雨~中雨,东北风2级,0
2024-01-22,6,4,中雨~小雨,东北风3级,0
2024-01-23,5,3,阴,东北风3级,0
2024-01-24,8,5,阴,东北风2级,0
2024-01-25,9,7,晴~阴,东北风2级,0
2024-01-26,8,6,阴~小雨,东北风2级,0
2024-01-27,7,6,小雨,东北风2级,0
2024-01-28,8,7,雾~中雨,北风2级,0
2024-01-29,9,8,小雨,东北风1级,0
2024-01-30,13,9,小雨,东风1级,0
2024-01-31,18,13,小雨~阴,东南风1级,0
2024-02-01,23,18,雾~阴,东南风3级,0
2024-02-02,20,18,雾~小雨,东南风3级,0
2024-02-03,21,14,阴~小雨,东南风3级,0
2024-02-04,16,10,雾~小雨,东风3级,0
2024-02-05,11,8,阴~小雨,东北风2级,0
2024-02-06,9,6,小雨,东北风2级,0
2024-02-07,8,5,阴~小雨,东北风2级,0
2024-02-08,10,6,阴,东北风2级,0
2024-02-09,15,11,晴,北风2级,0
2024-02-10,20,11,多云~晴,北风1级,0
2024-02-11,24,11,多云~晴,东风1级,0
2024-02-12,23,15,雾~多云,东南风3级,0
2024-02-13,20,17,阴~多云,东南风3级,0
2024-02-14,22,18,阴,东南风3级,0
2024-02-15,25,14,雾~阴,东风1级,0
2024-02-16,23,15,阴~多云,东北风1级,0
2024-02-17,23,17,阴~多云,东南风4级,0
2024-02-18,23,17,雾~多云,南风3级,0
2024-02-19,30,19,雾~多云,东南风2级,0
2024-02-20,29,21,雾~多云,南风4级,0
2024-02-21,30,16,雾~多云,南风4级,0
2024-02-22,22,7,雾~小雨,东北风3级,0
2024-02-23,7,5,小雨,东北风2级,0
2024-02-24,6,5,雾~小雨,东北风2级,0
2024-02-25,8,6,阴,东北风2级,0
2024-02-26,8,6,雾~小雨,东北风2级,0
2024-02-27,8,7,阴~小雨,东北风2级,0
2024-02-28,10,7,小雨,东北风2级,0
2024-02-29,10,8,小雨,北风2级,0
2024-03-01,12,9,晴~阴,东北风2级,0
2024-03-02,14,10,晴~多云,东北风1级,0
2024-03-03,15,10,阴~小雨,东南风3级,0
2024-03-04,27,20,雾~多云,南风3级,0
2024-03-05,32,16,雾~多云,东南风2级,0
2024-03-06,23,15,阴~多云,东北风3级,0
2024-03-07,23,14,晴~阴,东北风2级,0
2024-03-08,17,14,阴~小雨,东风2级,0
2024-03-09,13,12,中雨,东北风2级,0
2024-03-10,14,12,中雨,东北风1级,0
2024-03-11,24,13,阴~多云,西北风2级,0
2024-03-12,23,15,雾~阴,东南风3级,0
2024-03-13,17,14,中雨~小雨,东南风3级,0
2024-03-14,16,14,小雨,东北风1级,0
2024-03-15,20,15,小雨~阴,东南风2级,0
2024-03-16,24,20,雾~多云,东南风3级,0
2024-03-17,25,21,雾~多云,东南风3级,0
2024-03-18,24,16,雾~小雨,东南风3级,0
2024-03-19,22,15,阴~多云,东北风3级,0
2024-03-20,21,17,阴,东北风2级,0
2024-03-21,24,18,阴~多云,东南风3级,0
2024-03-22,21,19,雾~多云,东南风4级,0
2024-03-23,28,22,阴~多云,南风4级,0
2024-03-24,30,22,雾~多云,东南风3级,0
2024-03-25,31,21,雾~阵雨,南风1级,0
2024-03-26,28,21,阴,东风3级,0
2024-03-27,28,21,阴,东南风3级,0
2024-03-28,25,19,小雨~多云,东南风1级,0
2024-03-29,28,21,阴~多云,南风2级,0
2024-03-30,27,22,阴,南风2级,0
2024-03-31,32,23,多云,东南风1级,0
2024-04-01,32,24,多云,南风3级,0
2024-04-02,32,23,阴~晴,南风3级,0
2024-04-03,33,23,多云,东南风3级,0
2024-04-04,32,19,阴~小雨,东南风3级,0
2024-04-05,20,19,阴~小雨,东北风2级,0
2024-04-06,20,18,阴~多云,东北风2级,0
2024-04-07,20,18,小雨,东北风2级,0
2024-04-08,24,17,阴,北风2级,0
2024-04-09,23,20,阴,东北风2级,0
2024-04-10,21,20,小雨~阴,东南风2级,0
2024-04-11,24,22,阴,东南风3级,0
2024-04-12,27,22,阴,东南风3级,0
2024-04-13,28,21,阴~多云,东南风3级,0
2024-04-14,32,22,多云~阴,东南风2级,0
2024-04-15,30,22,阴,东南风3级,0
2024-04-16,32,22,阴~多云,东南风3级,0
2024-04-17,31,22,阴~中雨,东南风2级,0
2024-04-18,29,22,阴,东南风2级,0
2024-04-19,32,22,多云~小雨,南风3级,0
2024-04-20,29,21,阴~暴雨,南风3级,0
2024-04-21,24,21,大雨~中雨,西北风2级,0
2024-04-22,28,21,阴~中雨,东南风2级,0
2024-04-23,28,23,中雨~多云,西北风2级,0
2024-04-24,28,24,阴~多云,东南风2级,0
2024-04-25,33,23,多云~阵雨,西南风2级,0
2024-04-26,34,24,多云,北风1级,0
2024-04-27,33,24,多云,东南风3级,0
2024-04-28,32,24,阴~多云,东南风3级,0
2024-04-29,33,27,多云,南风4级,0
2024-04-30,34,21,小雨,北风1级,0
2024-05-01,25,20,阴~小雨,东北风3级,0
2024-05-02,20,19,阴~阵雨,东北风2级,0
2024-05-03,24,20,小雨,东南风3级,0
2024-05-04,28,22,小雨~阵雨,南风3级,0
2024-05-05,28,22,多云,东北风1级,0
2024-05-06,25,21,中雨~阵雨,东南风1级,0
2024-05-07,31,21,阴~小雨,东风1级,0
2024-05-08,26,21,暴雨~中雨,东北风3级,0
2024-05-09,25,23,小雨~阵雨,东北风2级,0
2024-05-10,28,24,阴~多云,东南风3级,0
2024-05-11,31,24,阴~阵雨,东南风3级,0
2024-05-12,28,23,小雨~多云,西北风2级,0
2024-05-13,31,22,阴~多云,东北风2级,0
2024-05-14,31,23,多云,东南风2级,0
2024-05-15,29,23,阴~阵雨,东风2级,0
2024-05-16,31,23,阴~多云,东北风1级,0
2024-05-17,30,24,阴~多云,东南风3级,0
2024-05-18,25,23,中雨,东南风3级,0
2024-05-19,24,22,大雨~阴,东北风2级,0
2024-05-20,30,24,小雨~多云,北风1级,0
2024-05-21,29,24,阴~多云,东北风1级,0
2024-05-22,30,23,阴~阵雨,北风1级,0
2024-05-23,32,24,小雨~多云,东北风1级,0
2024-05-24,34,25,小雨~多云,东南风2级,0
2024-05-25,30,25,小雨~阵雨,东南风3级,0
2024-05-26,29,26,阴~多云,南风3级,0
2024-05-27,36,25,多云~暴雨,西南风1级,0
2024-05-28,30,25,阴~小雨,东北风1级,0
2024-05-29,31,25,阴~阵雨,东南风3级,0
2024-05-30,26,22,中雨~大雨,东北风1级,0
2024-05-31,26,23,阴~多云,西北风3级,0
2024-06-01,32,25,阴~多云,西风1级,0
2024-06-02,33,26,多云,东南风2级,0
2024-06-03,29,24,阴~大雨,东南风2级,0
2024-06-04,30,24,阴~中雨,东风2级,0
2024-06-05,24,23,暴雨~小雨,西北风2级,0
2024-06-06,31,23,阴~多云,东北风2级,0
2024-06-07,26,24,小雨~中雨,东风2级,0
2024-06-08,26,23,大雨,东南风3级,0
2024-06-09,29,24,小雨~阵雨,东南风3级,0
2024-06-10,29,25,小雨~多云,东南风2级,0
2024-06-11,32,26,小雨~多云,南风3级,0
